ID,Type,Attributes,Attribute Count,Recent Sale Price,Recent Offer,Recent Bid
CryptoPunk 6765,Female,"['Bandana', 'Purple Lipstick', 'Earring']",3,"81.99Ξ ($262,061)","81.99Ξ ($255,008)","21.45Ξ ($68,212)"
CryptoPunk 9071,Female,"['Hot Lipstick', 'Half Shaved', 'Cigarette']",3,"109.90Ξ ($447,881)","109.90Ξ ($467,284)","75Ξ ($247,991)"
CryptoPunk 883,Female,"['Black Lipstick', 'Pilot Helmet', 'Earring']",3,"160Ξ ($407,022)",350Ξ ($1.27M),300Ξ ($1.02M)
CryptoPunk 1716,Male,"['Mohawk Thin', 'Shadow Beard']",2,"118.98Ξ ($352,558)","118.98Ξ ($345,140)","82.82Ξ ($296,716)"
CryptoPunk 9725,Female,"['Hot Lipstick', 'Half Shaved', '3D Glasses']",3,"99Ξ ($252,484)",755Ξ ($1.89M),"99Ξ ($463,287)"
CryptoPunk 2310,Male,"['Hoodie', 'Big Shades', 'Chinstrap']",3,380Ξ ($1.24M),600Ξ ($1.95M),"130Ξ ($419,663)"
CryptoPunk 4639,Female,"['Wild White Hair', 'Silver Chain']",2,"135Ξ ($344,296)","135Ξ ($346,035)","100Ξ ($440,195)"
CryptoPunk 2723,Female,"['Big Shades', 'Wild White Hair', 'Earring']",3,"65Ξ ($165,772)","200Ξ ($905,112)","46Ξ ($112,442)"
CryptoPunk 8530,Male,"['Cigarette', 'Fedora', 'Regular Shades']",3,"69.99Ξ ($178,498)","180Ξ ($766,492)","50Ξ ($132,457)"
CryptoPunk 3780,Male,"['Messy Hair', 'Shadow Beard', 'Earring']",3,"51.69Ξ ($149,917)","51.69Ξ ($149,917)","42Ξ ($121,813)"
CryptoPunk 7338,Female,"['Pilot Helmet', 'Hot Lipstick', 'Earring']",3,"175Ξ ($446,310)","175Ξ ($444,719)","300Ξ ($922,572)"
CryptoPunk 8620,Male,"['Beanie', 'Regular Shades']",2,400Ξ ($1.02M),1KΞ ($4.37M),"320Ξ ($820,230)"
CryptoPunk 5640,Female,"['Clown Hair Green', 'Purple Lipstick']",2,"48Ξ ($122,416)","48Ξ ($126,150)","36.88Ξ ($102,641)"
CryptoPunk 7216,Female,"['Wild White Hair', 'Green Eye Shadow', 'Hot Lipstick']",3,"53.10Ξ ($136,107)",,"28Ξ ($46,950)"
CryptoPunk 6055,Female,"['Wild White Hair', 'Purple Lipstick', 'Earring', 'Nerd Glasses']",4,"78.99Ξ ($202,469)","78.99Ξ ($204,126)","180Ξ ($629,410)"
CryptoPunk 2892,Male,"['Normal Beard', 'Top Hat', 'VR']",3,"140Ξ ($362,201)",600Ξ ($1.95M),"140Ξ ($372,028)"
CryptoPunk 8922,Female,"['Hot Lipstick', 'Classic Shades']",2,"67.94Ξ ($251,398)","67.94Ξ ($253,689)","58.50Ξ ($218,440)"
CryptoPunk 3338,Female,"['Mole', 'Dark Hair']",2,"34.85Ξ ($90,582)","34.85Ξ ($88,761)","0.92Ξ ($1,279)"
CryptoPunk 7575,Male,"['Bandana', 'Earring', 'Horned Rim Glasses']",3,"35Ξ ($91,985)",,"31Ξ ($76,828)"
CryptoPunk 9372,Male,"['Stringy Hair', 'Front Beard', 'Eye Patch']",3,"97.18Ξ ($375,091)",799Ξ ($2.74M),4.21KΞ ($18.07M)
CryptoPunk 8435,Male,"['Nerd Glasses', 'Mohawk Dark']",2,"94.99Ξ ($323,712)","94.99Ξ ($323,712)","46.50Ξ ($130,615)"
CryptoPunk 7589,Female,"['Horned Rim Glasses', 'Dark Hair']",2,"40Ξ ($103,972)","40Ξ ($82,360)",
CryptoPunk 4149,Female,"['Horned Rim Glasses', 'Wild Hair']",2,"37.40Ξ ($93,875)","37.40Ξ ($98,447)",
CryptoPunk 7622,Female,"['Black Lipstick', 'Spots', 'Green Eye Shadow', 'Dark Hair']",4,"249.95Ξ ($915,897)",350Ξ ($1.33M),"249.95Ξ ($948,510)"
CryptoPunk 3807,Female,"['Black Lipstick', 'Wild Hair', 'Clown Eyes Blue', 'Cigarette']",4,"115Ξ ($373,305)","115Ξ ($372,741)",
CryptoPunk 7692,Male,"['Luxurious Beard', 'Frown', 'Headband', 'Eye Patch']",4,"48Ξ ($125,180)","170Ξ ($548,167)","27Ξ ($56,269)"
CryptoPunk 8186,Male,"['Spots', 'Shadow Beard', 'Wild Hair']",3,"59.99Ξ ($165,768)",,"36Ξ ($93,885)"
CryptoPunk 8357,Male,"['Vampire Hair', 'Front Beard', 'Clown Nose', 'Earring']",4,"115Ξ ($467,076)","115Ξ ($503,513)","100Ξ ($406,153)"
CryptoPunk 7072,Male,"['Vampire Hair', 'Cigarette']",2,"68Ξ ($226,672)","111.11Ξ ($455,153)","75Ξ ($265,109)"
CryptoPunk 9749,Male,"['Beanie', 'Chinstrap', 'Eye Patch']",3,"317Ξ ($835,469)",925Ξ ($3.19M),"100Ξ ($241,083)"
CryptoPunk 9090,Male,"['Frown', 'Front Beard Dark', 'Earring', 'Shaved Head']",4,"84.77Ξ ($274,527)","84.77Ξ ($280,289)","80Ξ ($256,594)"
CryptoPunk 9862,Male,"['Mohawk Thin', 'Mustache', 'Earring']",3,"95Ξ ($335,527)","95Ξ ($324,728)","43.96Ξ ($141,324)"
CryptoPunk 622,Male,"['Frumpy Hair', 'Earring', 'Horned Rim Glasses', 'Big Beard']",4,"119.90Ξ ($389,825)","119.90Ξ ($387,986)","78Ξ ($260,868)"
CryptoPunk 1912,Male,"['Peak Spike', 'Frown', 'Classic Shades']",3,"34.98Ξ ($92,189)","34.98Ξ ($92,189)","35Ξ ($91,637)"
CryptoPunk 6913,Male,"['Stringy Hair', 'Eye Patch']",2,"53.80Ξ ($215,300)","53.80Ξ ($217,836)","51Ξ ($204,095)"
CryptoPunk 9022,Male,"['Frumpy Hair', 'Frown', 'Muttonchops']",3,"100Ξ ($362,033)","100Ξ ($366,354)","42Ξ ($136,797)"
CryptoPunk 503,Male,"['Front Beard Dark', 'Mohawk Dark']",2,"94.50Ξ ($324,616)","94.50Ξ ($325,106)","80Ξ ($271,098)"
CryptoPunk 7323,Male,"['Goat', 'Headband']",2,"33Ξ ($87,547)","33.97Ξ ($89,562)","33Ξ ($87,547)"
CryptoPunk 8810,Female,"['Mohawk Thin', 'Classic Shades', 'Purple Lipstick']",3,"52Ξ ($145,736)","52Ξ ($145,400)",
CryptoPunk 8053,Male,"['Mustache', 'Top Hat']",2,"139Ξ ($385,336)",500Ξ ($2.06M),"100Ξ ($277,220)"
CryptoPunk 3866,Male,"['Cap', 'VR']",2,"193.50Ξ ($662,124)",666Ξ ($2.74M),"185Ξ ($638,594)"
CryptoPunk 8045,Male,"['Earring', 'Clown Hair Green', 'Big Beard']",3,"55Ξ ($142,226)","139.99Ξ ($596,532)","55Ξ ($146,154)"
CryptoPunk 430,Female,"['Dark Hair', 'Purple Lipstick', 'Earring']",3,"34.40Ξ ($88,956)","34.40Ξ ($87,614)",
CryptoPunk 5586,Male,"['Gold Chain', 'Classic Shades', 'Headband']",3,"55.86Ξ ($144,573)","200Ξ ($940,458)","80.69Ξ ($228,034)"
CryptoPunk 704,Male,"['Cap Forward', 'Mustache', 'Smile']",3,"72.99Ξ ($299,623)",,"75Ξ ($305,244)"
CryptoPunk 3460,Male,"['Frumpy Hair', 'Eye Mask', 'Frown', 'Shadow Beard']",4,"74.90Ξ ($343,913)","84.90Ξ ($346,895)","72Ξ ($330,597)"
CryptoPunk 8561,Male,"['Cap Forward', 'Rosy Cheeks']",2,"49Ξ ($127,337)","300Ξ ($779,613)","36Ξ ($93,560)"
CryptoPunk 2263,Male,"['Cap Forward', 'Mole']",2,"85Ξ ($272,631)","85Ξ ($280,632)","75Ξ ($240,556)"
CryptoPunk 1693,Female,"['Clown Eyes Green', 'Crazy Hair']",2,"115Ξ ($347,091)","115Ξ ($410,183)","12Ξ ($37,816)"
CryptoPunk 9778,Male,"['Cigarette', 'Hoodie', 'Big Shades']",3,"300Ξ ($768,132)",,0.50Ξ ($68)
CryptoPunk 9046,Male,"['Fedora', 'Classic Shades', 'Earring', 'Smile']",4,"125Ξ ($416,676)","245Ξ ($823,200)","84Ξ ($227,103)"
CryptoPunk 9019,Male,"['Bandana', 'Medical Mask', 'VR', 'Big Beard']",4,"230.30Ξ ($680,530)",39KΞ ($114.56M),"180Ξ ($508,264)"
CryptoPunk 1465,Male,"['Cigarette', 'Regular Shades', 'Mohawk Dark']",3,"44Ξ ($111,965)","44Ξ ($107,255)","35Ξ ($89,063)"
CryptoPunk 6010,Male,"['Purple Hair', 'Vape', 'Earring']",3,"85.85Ξ ($287,833)","85.85Ξ ($280,581)","71Ξ ($288,892)"
CryptoPunk 2542,Male,"['Chinstrap', 'Earring', 'Do-rag']",3,"109Ξ ($391,702)",,"38Ξ ($102,117)"
CryptoPunk 6406,Male,"['Luxurious Beard', 'Shaved Head']",2,"94Ξ ($385,848)","94Ξ ($416,397)","50Ξ ($226,552)"
CryptoPunk 2833,Male,"['Front Beard', 'Cowboy Hat']",2,"69.80Ξ ($179,304)","69.80Ξ ($179,304)","38.25Ξ ($75,167)"
CryptoPunk 8186,Male,"['Spots', 'Shadow Beard', 'Wild Hair']",3,"59.99Ξ ($165,768)",,"36Ξ ($93,885)"
CryptoPunk 4299,Male,"['Messy Hair', 'Muttonchops']",2,"34.95Ξ ($90,939)",,"45.88Ξ ($148,058)"
CryptoPunk 8051,Male,"['Messy Hair', 'Handlebars', 'Clown Eyes Green']",3,"121Ξ ($393,984)","101.11Ξ ($465,181)","50Ξ ($159,094)"
CryptoPunk 1941,Male,"['Luxurious Beard', 'Wild Hair', 'Earring']",3,"88Ξ ($291,078)","250Ξ ($775,585)","56Ξ ($144,780)"
CryptoPunk 8492,Male,"['Frumpy Hair', 'Shadow Beard', 'Small Shades']",3,"40Ξ ($100,558)","40Ξ ($99,132)","11Ξ ($21,635)"
CryptoPunk 1516,Male,"['Knitted Cap', 'Mole']",2,"38Ξ ($100,668)","179Ξ ($746,333)","21.75Ξ ($32,526)"
CryptoPunk 4013,Male,"['Police Cap', 'Big Shades', 'Muttonchops']",3,"40Ξ ($105,966)",,
CryptoPunk 4436,Male,"['Bandana', 'Luxurious Beard', 'Regular Shades']",3,"129.50Ξ ($565,450)","129.50Ξ ($553,040)","115Ξ ($499,266)"
CryptoPunk 7233,Male,"['Cap Forward', 'Muttonchops', 'Earring']",3,"120Ξ ($505,799)","120Ξ ($510,132)","112Ξ ($483,259)"
CryptoPunk 6689,Male,"['Bandana', 'Front Beard Dark', 'Earring']",3,"34.97Ξ ($92,927)","34.97Ξ ($89,499)",
CryptoPunk 9103,Male,"['Mustache', 'Mohawk']",2,"99.90Ξ ($362,211)",,"60Ξ ($240,229)"
CryptoPunk 3142,Male,"['Goat', 'Do-rag', 'Small Shades']",3,"34.10Ξ ($90,615)",,"27Ξ ($69,139)"
CryptoPunk 5740,Male,"['Goat', 'Shaved Head', '3D Glasses']",3,"84.99Ξ ($228,423)","84.99Ξ ($229,780)","39Ξ ($80,427)"
CryptoPunk 5588,Male,"['Knitted Cap', '3D Glasses', 'Mole']",3,"89.99Ξ ($241,862)","89.99Ξ ($243,298)","80Ξ ($221,823)"
CryptoPunk 7522,Female,"['Vape', 'Stringy Hair']",2,"69Ξ ($230,768)",,0.25Ξ ($57)
CryptoPunk 3323,Male,"['Knitted Cap', 'Small Shades']",2,"40Ξ ($106,847)","79.79Ξ ($320,975)","80Ξ ($357,987)"
CryptoPunk 2042,Male,"['Crazy Hair', '3D Glasses']",2,"115Ξ ($307,185)","115Ξ ($286,183)","75Ξ ($183,137)"
CryptoPunk 1446,Female,"['Pigtails', 'Hot Lipstick']",2,"89.99Ξ ($373,647)","110Ξ ($446,680)","92.50Ξ ($425,736)"
CryptoPunk 7812,Male,"['Front Beard', 'Wild Hair', 'Eye Patch']",3,"39.40Ξ ($98,243)","39.40Ξ ($102,006)","12Ξ ($17,946)"
CryptoPunk 3123,Male,"['Cigarette', 'Cap', 'Muttonchops', 'Small Shades']",4,"65Ξ ($179,554)","150Ξ ($507,165)",<0.01Ξ ($2)
CryptoPunk 9223,Female,"['Pink With Hat', 'Regular Shades', 'Purple Lipstick']",3,"199Ξ ($577,999)","199Ξ ($717,202)","44Ξ ($145,009)"
CryptoPunk 5523,Male,"['Cap', 'Big Shades']",2,"130Ξ ($406,670)","130Ξ ($466,479)","120Ξ ($375,388)"
CryptoPunk 1009,Male,"['Luxurious Beard', 'Cap']",2,"140Ξ ($476,756)","150Ξ ($509,477)","140Ξ ($476,756)"
CryptoPunk 6989,Male,"['Frumpy Hair', 'Silver Chain', 'Front Beard Dark']",3,"50Ξ ($152,320)","50Ξ ($151,882)",<0.01Ξ ($17)
CryptoPunk 1817,Female,"['Crazy Hair', 'Purple Lipstick', 'Earring']",3,"66.60Ξ ($173,510)",,"25Ξ ($53,191)"
CryptoPunk 5793,Male,"['Purple Hair', 'Goat', 'Mole']",3,"39.92Ξ ($104,002)","39.92Ξ ($104,002)","39Ξ ($99,330)"
CryptoPunk 773,Female,"['Purple Eye Shadow', 'Straight Hair', 'Hot Lipstick']",3,"68Ξ ($215,958)","68Ξ ($202,690)",0.05Ξ ($13)
CryptoPunk 2182,Female,"['Mole', 'Purple Eye Shadow', 'Straight Hair Blonde']",3,"175Ξ ($673,197)","200Ξ ($649,226)","175Ξ ($673,197)"
CryptoPunk 7323,Male,"['Goat', 'Headband']",2,"33Ξ ($87,547)","33.97Ξ ($89,562)","33Ξ ($87,547)"
CryptoPunk 2414,Male,['Earring'],1,"89.99Ξ ($226,826)","249.99Ξ ($811,390)","85Ξ ($214,274)"
CryptoPunk 6035,Male,"['Cigarette', 'Front Beard', 'Headband']",3,"98.95Ξ ($396,802)",,"69Ξ ($284,668)"
CryptoPunk 3269,Female,"['Dark Hair', 'Clown Eyes Blue']",2,"34.42Ξ ($88,140)",,<0.01Ξ ($1)
CryptoPunk 7408,Male,"['Classic Shades', 'Headband']",2,"140Ξ ($450,673)","140Ξ ($448,074)","18Ξ ($39,126)"
CryptoPunk 5730,Male,"['Police Cap', 'Mustache']",2,"96Ξ ($301,592)","96Ξ ($303,555)","55Ξ ($174,672)"
CryptoPunk 1853,Male,"['Cap Forward', 'Front Beard Dark', 'Earring']",3,"40Ξ ($104,809)",,
CryptoPunk 6099,Female,"['Welding Goggles', 'Crazy Hair']",2,"101Ξ ($474,931)","109.95Ξ ($509,101)","101Ξ ($475,600)"
CryptoPunk 9546,Female,"['Pigtails', 'Hot Lipstick', 'Earring']",3,"86.69Ξ ($220,793)",999Ξ ($3.17M),"55Ξ ($134,253)"
CryptoPunk 3326,Male,"['Vampire Hair', 'Chinstrap']",2,"34.80Ξ ($88,633)","140Ξ ($554,824)","15.70Ξ ($30,891)"
CryptoPunk 9572,Female,"['Welding Goggles', 'Hot Lipstick', 'Frumpy Hair']",3,"65Ξ ($165,550)",300Ξ ($1.22M),"76Ξ ($283,708)"
CryptoPunk 3914,Male,"['Mole', 'Cowboy Hat']",2,"100Ξ ($289,872)",,"100Ξ ($276,326)"
CryptoPunk 8651,Male,"['Clown Nose', 'Shadow Beard', 'Horned Rim Glasses', 'Cowboy Hat']",4,"66.66Ξ ($169,778)",945Ξ ($2.62M),"66.66Ξ ($172,869)"
CryptoPunk 8186,Male,"['Spots', 'Shadow Beard', 'Wild Hair']",3,"59.99Ξ ($165,768)",,"36Ξ ($93,885)"
CryptoPunk 1362,Male,"['Stringy Hair', 'Spots']",2,"70.95Ξ ($293,365)","70.95Ξ ($291,233)","70Ξ ($306,856)"
CryptoPunk 9767,Male,"['Messy Hair', 'Chinstrap', 'Smile']",3,"137Ξ ($435,093)","144.44Ξ ($683,971)","75Ξ ($348,739)"
CryptoPunk 6130,Male,"['Front Beard', 'Mohawk Dark']",2,"50Ξ ($156,456)","50Ξ ($156,095)",0Ξ ($30)
CryptoPunk 6778,Male,"['Big Shades', 'Purple Hair', 'Earring']",3,"71Ξ ($223,698)","71Ξ ($218,343)","70Ξ ($220,548)"
CryptoPunk 4223,Male,"['Frumpy Hair', 'Muttonchops', 'VR']",3,"72.50Ξ ($201,027)",,
CryptoPunk 9461,Female,"['Welding Goggles', 'Straight Hair Blonde']",2,"177Ξ ($539,937)",,"106Ξ ($453,096)"
CryptoPunk 2939,Male,"['Earring', 'Knitted Cap']",2,"64.21Ξ ($181,452)",,"42Ξ ($104,657)"
CryptoPunk 9460,Female,"['Pigtails', 'Hot Lipstick', 'Earring']",3,"81Ξ ($226,488)","236Ξ ($968,778)","44.44Ξ ($115,246)"
CryptoPunk 8757,Female,"['Vape', 'Pigtails', 'Earring']",3,"72Ξ ($186,718)",249Ξ ($1.07M),"37Ξ ($87,943)"
CryptoPunk 2641,Male,"['Cigarette', 'Small Shades', 'Cowboy Hat']",3,"120Ξ ($466,072)","150Ξ ($606,556)","120Ξ ($469,686)"
CryptoPunk 2990,Male,"['Purple Hair', 'Nerd Glasses']",2,"100.42Ξ ($312,100)",,"68Ξ ($273,647)"
CryptoPunk 9893,Male,"['Luxurious Beard', 'Hoodie', 'Vape']",3,"159.90Ξ ($414,669)","159.90Ξ ($414,669)","110Ξ ($268,883)"
CryptoPunk 1896,Male,"['Cap', 'Nerd Glasses']",2,"60Ξ ($155,598)","60Ξ ($134,697)","15.25Ξ ($58,119)"
CryptoPunk 1353,Male,"['Nerd Glasses', 'Crazy Hair']",2,"43Ξ ($111,512)","83Ξ ($314,231)","81Ξ ($367,052)"
CryptoPunk 8230,Female,"['Orange Side', 'Blue Eye Shadow', 'Purple Lipstick']",3,"129.99Ξ ($337,103)","129.99Ξ ($331,335)","80Ξ ($181,290)"
CryptoPunk 2978,Female,"['Black Lipstick', 'Pink With Hat', 'Regular Shades']",3,"56Ξ ($145,225)",350Ξ ($1.2M),"56Ξ ($144,543)"
CryptoPunk 7977,Female,"['Purple Eye Shadow', 'Dark Hair', 'Rosy Cheeks']",3,"47.50Ξ ($123,182)","47.50Ξ ($124,553)","27.50Ξ ($63,617)"
CryptoPunk 2976,Male,"['Headband', 'Regular Shades']",2,"135Ξ ($394,647)","140Ξ ($604,073)","85Ξ ($268,544)"
CryptoPunk 9718,Male,"['Eye Mask', 'Clown Hair Green']",2,"51.20Ξ ($132,311)","129.69Ξ ($492,297)","1.25Ξ ($1,603)"
CryptoPunk 6747,Male,"['Nerd Glasses', 'Cowboy Hat']",2,"89Ξ ($239,373)","89Ξ ($221,211)","83Ξ ($217,478)"
CryptoPunk 4591,Male,"['Cap', 'Shadow Beard']",2,"44.90Ξ ($115,892)","44.90Ξ ($116,540)","26Ξ ($58,750)"
CryptoPunk 5987,Male,"['Wild Hair', 'Earring', 'Eye Patch']",3,"48Ξ ($123,894)","175Ξ ($742,775)","21Ξ ($41,224)"
CryptoPunk 2292,Male,"['Messy Hair', 'Handlebars']",2,"38Ξ ($98,083)","38Ξ ($69,014)","31Ξ ($80,683)"
CryptoPunk 4934,Female,"['Red Mohawk', 'Eye Mask', 'Purple Lipstick', 'Earring']",4,"45Ξ ($116,150)","45Ξ ($95,744)","7.50Ξ ($12,755)"
CryptoPunk 985,Female,"['Big Shades', 'Blonde Bob']",2,"98Ξ ($402,110)","98Ξ ($388,464)","105Ξ ($479,793)"
CryptoPunk 7852,Female,"['Bandana', 'VR', 'Earring']",3,"58.88Ξ ($151,976)","219Ξ ($816,141)","35Ξ ($88,220)"
CryptoPunk 9254,Male,"['Shadow Beard', 'Clown Hair Green', 'Eye Patch']",3,"54.99Ξ ($136,420)","54.99Ξ ($139,930)","15Ξ ($25,645)"
CryptoPunk 3941,Male,"['Big Shades', 'Earring', 'Shaved Head']",3,"40Ξ ($104,107)",,"75Ξ ($244,584)"
CryptoPunk 7828,Male,"['Classic Shades', 'Mustache', 'Earring', 'Top Hat']",4,"129.99Ξ ($338,322)",444Ξ ($1.84M),"44Ξ ($91,156)"
CryptoPunk 2405,Male,"['Earring', 'Goat', 'Mohawk Dark']",3,"35Ξ ($91,094)","35Ξ ($90,961)",1Ξ ($393)
CryptoPunk 9381,Female,"['Tassle Hat', 'Hot Lipstick', 'Classic Shades']",3,"57.50Ξ ($149,654)","300Ξ ($979,677)","26Ξ ($56,967)"
CryptoPunk 3586,Male,"['Peak Spike', 'Mole']",2,"35Ξ ($91,094)","35Ξ ($90,961)",
CryptoPunk 9242,Male,"['Frown', 'Mustache', 'Knitted Cap']",3,"101Ξ ($386,217)","110Ξ ($420,990)","101Ξ ($386,217)"
CryptoPunk 5656,Male,"['Silver Chain', 'Medical Mask', 'Clown Hair Green']",3,"150Ξ ($486,919)","175Ξ ($719,355)","49Ξ ($160,319)"
CryptoPunk 2632,Male,"['Frown', 'Earring', 'Mohawk Dark', 'Mole']",4,"36Ξ ($93,090)","36Ξ ($94,394)","16Ξ ($29,413)"
CryptoPunk 6501,Male,"['Peak Spike', 'Goat']",2,"109.20Ξ ($344,612)",,"96.50Ξ ($298,809)"
CryptoPunk 3917,Male,"['Earring', 'Headband', 'Clown Eyes Green']",3,"44.69Ξ ($147,744)",,"40.50Ξ ($119,607)"
CryptoPunk 3856,Female,"['Cap', 'Earring']",2,"84.90Ξ ($390,908)","84.90Ξ ($392,584)","71Ξ ($335,080)"
CryptoPunk 6913,Male,"['Stringy Hair', 'Eye Patch']",2,"53.80Ξ ($215,300)","53.80Ξ ($217,836)","51Ξ ($204,095)"
CryptoPunk 8949,Male,"['Frumpy Hair', 'Vape', 'Classic Shades', 'Earring']",4,"39Ξ ($100,847)","39Ξ ($71,569)","35Ξ ($90,504)"
CryptoPunk 5756,Male,"['Normal Beard Black', 'Mohawk Dark']",2,"65Ξ ($217,662)","225Ξ ($761,609)","24Ξ ($40,284)"
CryptoPunk 7147,Male,"['Mustache', 'Shaved Head']",2,"37Ξ ($95,675)","80Ξ ($328,051)","71.50Ξ ($266,081)"
CryptoPunk 5091,Male,"['Wild Hair', 'Nerd Glasses']",2,"85Ξ ($277,803)","299Ξ ($970,461)","25Ξ ($42,567)"
CryptoPunk 449,Female,"['Straight Hair', 'Purple Lipstick', 'Cigarette']",3,"36.95Ξ ($91,933)","36.95Ξ ($91,659)","130Ξ ($442,507)"
CryptoPunk 4816,Male,"['Cap Forward', 'Goat', 'Pipe']",3,"86Ξ ($393,662)","90Ξ ($412,816)","86Ξ ($394,710)"
CryptoPunk 6443,Male,"['Horned Rim Glasses', 'Clown Hair Green']",2,"70Ξ ($233,339)","169Ξ ($631,671)","36.50Ξ ($93,093)"
CryptoPunk 8463,Male,"['Bandana', 'Frown', 'Muttonchops', 'Earring']",4,"58Ξ ($184,013)","58Ξ ($169,875)",
CryptoPunk 3117,Male,"['Frown', 'Crazy Hair', 'Regular Shades']",3,"63.50Ξ ($209,125)","132.99Ξ ($617,583)","65Ξ ($260,995)"
CryptoPunk 636,Male,"['Chinstrap', 'Classic Shades', 'Mohawk']",3,"55Ξ ($202,451)","80Ξ ($291,650)","55Ξ ($202,451)"
CryptoPunk 7404,Male,"['Cap Forward', 'Goat']",2,"150Ξ ($483,677)","150Ξ ($466,192)","125Ξ ($402,497)"
CryptoPunk 8429,Male,"['Stringy Hair', 'Normal Beard Black', 'Horned Rim Glasses']",3,"47Ξ ($143,181)","47Ξ ($142,770)","101Ξ ($262,871)"
CryptoPunk 6431,Male,"['Normal Beard', 'Shaved Head', 'Regular Shades']",3,"39.99Ξ ($103,407)",498Ξ ($1.59M),"36Ξ ($93,090)"
CryptoPunk 8173,Female,"['Purple Eye Shadow', 'Hot Lipstick', 'Stringy Hair', 'Earring']",4,"48.50Ξ ($134,681)","48.50Ξ ($137,063)","28Ξ ($71,700)"
CryptoPunk 4931,Female,"['Crazy Hair', 'Earring', 'Nerd Glasses']",3,"45Ξ ($144,000)","53.87Ξ ($177,086)","45Ξ ($143,536)"
CryptoPunk 8158,Male,"['Cigarette', 'Big Shades', 'Front Beard Dark', 'Do-rag']",4,"57Ξ ($172,659)","57Ξ ($174,704)","46Ξ ($148,579)"
CryptoPunk 5730,Male,"['Police Cap', 'Mustache']",2,"96Ξ ($301,592)","96Ξ ($303,555)","55Ξ ($174,672)"
CryptoPunk 3561,Male,"['Front Beard', 'Cap Forward', 'Earring']",3,"50Ξ ($165,701)","72Ξ ($186,993)","50Ξ ($155,182)"
CryptoPunk 9514,Female,"['Blonde Bob', 'Cigarette']",2,"149.99Ξ ($493,691)","151Ξ ($639,029)","25Ξ ($59,224)"
CryptoPunk 8561,Male,"['Cap Forward', 'Rosy Cheeks']",2,"49Ξ ($127,337)","300Ξ ($779,613)","36Ξ ($93,560)"
CryptoPunk 3561,Male,"['Front Beard', 'Cap Forward', 'Earring']",3,"50Ξ ($165,701)","72Ξ ($186,993)","50Ξ ($155,182)"
CryptoPunk 7955,Male,"['Cap', 'Nerd Glasses', 'Mole']",3,"104.24Ξ ($324,715)","104.24Ξ ($343,786)","55Ξ ($155,433)"
CryptoPunk 3629,Female,"['Clown Eyes Green', 'Straight Hair', 'Hot Lipstick', 'Earring']",4,"40Ξ ($103,885)",,"26.97Ξ ($65,743)"
CryptoPunk 3263,Female,"['Orange Side', 'Black Lipstick']",2,"150Ξ ($625,391)","150Ξ ($578,167)","64.20Ξ ($260,935)"
CryptoPunk 6335,Male,"['Mohawk Thin', 'Muttonchops', 'Earring']",3,0.00Ξ ($0.00),0.00Ξ ($0.00),"76.99Ξ ($275,829)"
CryptoPunk 9373,Female,"['Black Lipstick', 'Pilot Helmet', 'Cigarette']",3,499.99Ξ ($1.62M),888Ξ ($2.89M),"125Ξ ($318,616)"
CryptoPunk 6502,Male,"['Buck Teeth', 'Do-rag']",2,"86.95Ξ ($354,379)","130Ξ ($529,837)","75Ξ ($342,722)"
CryptoPunk 9905,Male,"['Eye Mask', 'Muttonchops']",2,"102Ξ ($330,882)","102Ξ ($331,618)","30Ξ ($75,301)"
CryptoPunk 7505,Male,"['Mustache', 'Earring', 'Do-rag', 'Eye Patch']",4,"34Ξ ($88,671)",888Ξ ($2.86M),"47.50Ξ ($155,757)"
CryptoPunk 2314,Male,"['Shadow Beard', 'Smile', 'Do-rag']",3,"55.55Ξ ($144,873)",,"55.55Ξ ($144,873)"
CryptoPunk 4893,Female,"['Wild Blonde', 'Regular Shades']",2,"150Ξ ($578,962)","149Ξ ($612,597)","82Ξ ($271,905)"
CryptoPunk 6501,Male,"['Peak Spike', 'Goat']",2,"109.20Ξ ($344,612)",,"96.50Ξ ($298,809)"
CryptoPunk 8561,Male,"['Cap Forward', 'Rosy Cheeks']",2,"49Ξ ($127,337)","300Ξ ($779,613)","36Ξ ($93,560)"
CryptoPunk 6272,Female,"['Clown Eyes Green', 'Crazy Hair']",2,"100Ξ ($412,534)","100Ξ ($405,419)","105Ξ ($358,652)"
CryptoPunk 6788,Male,"['Stringy Hair', 'Earring', 'Big Beard']",3,"55.25Ξ ($166,415)","84Ξ ($318,498)","53Ξ ($164,063)"
CryptoPunk 886,Female,"['Blue Eye Shadow', 'Dark Hair']",2,"41.99Ξ ($117,084)","41.99Ξ ($109,128)","15.20Ξ ($43,082)"
CryptoPunk 5827,Male,"['Hoodie', 'Normal Beard', 'Regular Shades']",3,360Ξ ($1.22M),360Ξ ($1.16M),"261.50Ξ ($887,947)"
CryptoPunk 449,Female,"['Straight Hair', 'Purple Lipstick', 'Cigarette']",3,"36.95Ξ ($91,933)","36.95Ξ ($91,659)","130Ξ ($442,507)"
CryptoPunk 4694,Male,"['Smile', 'Do-rag']",2,"45Ξ ($116,950)",299Ξ ($1.13M),"25Ξ ($49,537)"
CryptoPunk 8826,Male,"['Mohawk Thin', 'Chinstrap']",2,"35Ξ ($91,154)","35Ξ ($91,772)","25.20Ξ ($64,633)"
